label,SHORT_TERM_COUNT_BANK,SHORT_TERM_COUNT_NON_BANK,MID_TERM_COUNT_NON_BANK,NUMBER_OF_CREDIT_CARDS_BANK,NUMBER_OF_CREDIT_CARDS_NON_BANK,NUM_NEW_LOAN_TAKEN_3M,NUM_NEW_LOAN_TAKEN_6M,OUTSTANDING_BAL_LOAN_6M,OUTSTANDING_BAL_CC_3M,INCREASING_BAL_3M_LOAN,INCREASING_BAL_6M_LOAN,INCREASING_BAL_3M_CC,INCREASING_BAL_6M_CC,INCREASING_BAL_3M_ALL,INCREASING_BAL_6M_ALL,OUTSTANDING_BAL_CC_CURRENT,CREDIT_CARD_NUMBER_OF_LATE_PAYMENT,ENQUIRIES_FROM_BANK_3M,ENQUIRIES_FROM_NON_BANK_3M,ENQUIRIES_FROM_NON_BANK_FOR_CC_3M,ENQUIRIES_FROM_NON_BANK_9M,ENQUIRIES_FROM_BANK_12M,ENQUIRIES_FROM_NON_BANK_FOR_CC_12M
1,1.0,4.0,1.0,1.0,1.0,2.0,8.0,1000047.0,1000000.0,1000010.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000000.0,1.0,14.0,9.0,2.0,9.0,14.0,2.0
0,4.0,4.0,1.0,4.0,1.0,8.0,8.0,1000020.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,2.0,8.0,1000058.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,1000060.0,1000127.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000049.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,7.0,4.0,4.0,1.0,14.0,14.0,1000105.0,1000030.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000030.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,4.0,8.0,8.0,1000038.0,1000070.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000060.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,1.0,1.0,4.0,1.0,8.0,8.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,4.0,1.0,1.0,1.0,2.0,14.0,1000080.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,1999990.0,999990.0,1.0,9.0,19.0,2.0,19.0,9.0,2.0
0,1.0,4.0,1.0,4.0,1.0,8.0,8.0,1000012.0,1000033.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000040.0,0.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1000000.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,19.0,9.0,2.0,19.0,59.0,2.0
0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1000343.0,1000107.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000100.0,1.0,4.0,14.0,2.0,14.0,9.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000010.0,1000010.0,1000010.0,1000010.0,2000020.0,2000020.0,1000000.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0
0,7.0,7.0,1.0,4.0,1.0,14.0,20.0,1000080.0,1000017.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000020.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,7.0,1.0,7.0,1.0,8.0,20.0,1000058.0,1000033.0,1000010.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000116.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,1.0,4.0,1.0,4.0,8.0,8.0,1000067.0,1000083.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000080.0,1.0,4.0,19.0,2.0,34.0,4.0,2.0
1,1.0,4.0,4.0,1.0,1.0,8.0,14.0,1000108.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,7.0,1.0,1.0,4.0,2.0,8.0,1000143.0,1000033.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000100.0,0.0,9.0,9.0,2.0,9.0,9.0,2.0
0,4.0,4.0,1.0,4.0,1.0,8.0,14.0,1000055.0,1000020.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000020.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,7.0,1.0,2.0,8.0,1000037.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1000003.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,4.0,4.0,1.0,4.0,2.0,2.0,1000217.0,1000040.0,1000010.0,1000010.0,1000000.0,1000000.0,2000020.0,2000020.0,1000040.0,0.0,4.0,19.0,7.0,24.0,9.0,7.0
0,1.0,1.0,7.0,1.0,4.0,8.0,8.0,1000237.0,1000157.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000160.0,1.0,14.0,14.0,2.0,14.0,14.0,2.0
0,4.0,7.0,1.0,4.0,1.0,2.0,14.0,1000123.0,1000010.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,1.0,8.0,8.0,1000022.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,4.0,7.0,1.0,14.0,14.0,1000028.0,1000010.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000118.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,7.0,1.0,1.0,4.0,14.0,14.0,1000033.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,1.0,4.0,1.0,1.0,2.0,8.0,1000148.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,14.0,4.0,2.0
0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1000312.0,1000090.0,1000000.0,1000000.0,1000010.0,1000010.0,2000000.0,2000000.0,1000120.0,1.0,14.0,14.0,2.0,14.0,14.0,2.0
0,7.0,4.0,1.0,1.0,1.0,2.0,14.0,1000163.0,999990.0,1000010.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000012.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,4.0,1.0,8.0,8.0,1000122.0,1000023.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000030.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,4.0,1.0,8.0,8.0,1000007.0,1000010.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000109.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1000072.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,1999990.0,2000000.0,999990.0,1.0,4.0,19.0,2.0,19.0,4.0,2.0
0,4.0,4.0,1.0,1.0,4.0,8.0,14.0,1000130.0,1000033.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000100.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,7.0,1.0,1.0,1.0,14.0,14.0,1000058.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,7.0,1.0,1.0,4.0,1.0,2.0,14.0,1000068.0,1000013.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000020.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,1.0,4.0,8.0,8.0,1000013.0,1000367.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000260.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,1.0,7.0,1.0,4.0,14.0,14.0,1000515.0,1000047.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000050.0,1.0,9.0,9.0,2.0,14.0,9.0,2.0
0,4.0,7.0,1.0,1.0,1.0,14.0,20.0,1000057.0,999990.0,1000000.0,1000000.0,999990.0,1000000.0,2000000.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,1.0,4.0,1.0,1.0,2.0,8.0,1000085.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,19.0,2.0,19.0,4.0,2.0
0,1.0,4.0,1.0,1.0,1.0,2.0,8.0,1000043.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,0.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,4.0,1.0,1.0,1.0,8.0,14.0,1000067.0,999990.0,1000000.0,1000010.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1000117.0,1000000.0,1000010.0,1000010.0,1000000.0,1000000.0,2000010.0,2000020.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,7.0,1.0,1.0,1.0,14.0,20.0,1000040.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,7.0,1.0,1.0,1.0,8.0,14.0,1000128.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,4.0,1.0,4.0,4.0,14.0,14.0,1000010.0,1000037.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000110.0,1.0,4.0,14.0,2.0,14.0,9.0,2.0
0,4.0,4.0,4.0,1.0,4.0,8.0,8.0,1000140.0,1000040.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000060.0,1.0,4.0,14.0,2.0,14.0,44.0,2.0
0,7.0,1.0,1.0,1.0,1.0,14.0,14.0,1000018.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,1000005.0,1.0,14.0,9.0,2.0,9.0,14.0,2.0
0,1.0,4.0,1.0,1.0,1.0,8.0,8.0,1000040.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,4.0,7.0,1.0,1.0,1.0,14.0,20.0,1000107.0,999990.0,1000000.0,1000000.0,999990.0,1000000.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,1000065.0,1000102.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000040.0,1.0,4.0,9.0,2.0,14.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,8.0,8.0,1000037.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,9.0,2.0
0,4.0,4.0,7.0,4.0,1.0,8.0,14.0,1000655.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,14.0,9.0,2.0,19.0,64.0,2.0
0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1000288.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,14.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1000112.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000244.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1000036.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1000033.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,1.0,4.0,1.0,1.0,8.0,8.0,1000174.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,9.0,14.0,2.0,14.0,9.0,2.0
0,4.0,4.0,7.0,7.0,1.0,8.0,8.0,1000350.0,1000187.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000190.0,1.0,4.0,9.0,2.0,9.0,14.0,2.0
0,4.0,7.0,1.0,1.0,1.0,14.0,14.0,1000102.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,7.0,1.0,1.0,1.0,8.0,14.0,1000067.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,14.0,9.0,2.0,9.0,14.0,2.0
0,4.0,4.0,4.0,1.0,7.0,2.0,2.0,1000425.0,1000097.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000190.0,1.0,14.0,19.0,7.0,34.0,24.0,7.0
0,1.0,1.0,4.0,1.0,1.0,2.0,8.0,1000343.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,19.0,4.0,2.0
0,4.0,4.0,1.0,1.0,1.0,8.0,14.0,1000165.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,0.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,8.0,8.0,1000018.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,14.0,9.0,2.0,9.0,14.0,2.0
1,1.0,4.0,4.0,7.0,1.0,8.0,14.0,1000103.0,1000150.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000450.0,1.0,4.0,19.0,2.0,19.0,4.0,2.0
0,4.0,4.0,4.0,4.0,4.0,8.0,20.0,1000275.0,1000110.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000100.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,7.0,1.0,4.0,4.0,1.0,8.0,8.0,1000110.0,1000017.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000030.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,9.0,9.0,2.0,9.0,9.0,2.0
0,4.0,1.0,4.0,1.0,1.0,8.0,14.0,1000199.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,14.0,14.0,1000033.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1000047.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,1000029.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,7.0,4.0,7.0,8.0,14.0,1000358.0,1000340.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000370.0,1.0,24.0,24.0,7.0,24.0,24.0,7.0
0,4.0,7.0,1.0,7.0,4.0,8.0,20.0,1000120.0,1000167.0,1000000.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000300.0,1.0,4.0,9.0,2.0,14.0,4.0,2.0
0,4.0,1.0,1.0,4.0,1.0,8.0,8.0,1000012.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,7.0,1.0,4.0,1.0,8.0,14.0,1000053.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1000026.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,2.0,8.0,1000037.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,4.0,4.0,1.0,1.0,7.0,8.0,8.0,1000495.0,1000070.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000210.0,1.0,9.0,14.0,2.0,14.0,9.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000010.0,1000010.0,1000010.0,1000010.0,2000020.0,2000020.0,1000000.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0
0,1.0,4.0,1.0,4.0,4.0,2.0,8.0,1000083.0,1000110.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000100.0,1.0,4.0,9.0,2.0,9.0,19.0,2.0
0,1.0,4.0,4.0,1.0,1.0,8.0,14.0,1000182.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,0.0,19.0,9.0,2.0,9.0,29.0,2.0
0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1000077.0,1000063.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000090.0,1.0,14.0,19.0,2.0,19.0,14.0,2.0
0,4.0,4.0,1.0,1.0,1.0,14.0,14.0,1000145.0,999990.0,1000000.0,1000000.0,1000000.0,999990.0,2000000.0,1999990.0,999990.0,1.0,9.0,14.0,2.0,19.0,9.0,2.0
1,4.0,7.0,1.0,4.0,1.0,8.0,14.0,1000153.0,1000010.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,14.0,4.0,2.0
0,1.0,1.0,7.0,1.0,4.0,2.0,8.0,1000342.0,1000390.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000390.0,1.0,4.0,9.0,2.0,14.0,4.0,2.0
1,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1000002.0,1000007.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,1.0,7.0,2.0,14.0,1000047.0,1000230.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000210.0,1.0,4.0,9.0,2.0,9.0,24.0,2.0
0,4.0,4.0,4.0,4.0,1.0,8.0,14.0,1000113.0,1000003.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000122.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1000020.0,1000050.0,1000010.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000050.0,1.0,4.0,9.0,2.0,9.0,14.0,2.0
0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1000002.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,4.0,1.0,2.0,8.0,1000083.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,4.0,1.0,8.0,8.0,1000012.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1000045.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,1.0,1.0,1.0,1.0,2.0,8.0,1000008.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,1999990.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1000028.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,0.0,4.0,14.0,2.0,24.0,4.0,7.0
1,4.0,1.0,4.0,1.0,1.0,2.0,2.0,1000307.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,0.0,14.0,9.0,2.0,9.0,14.0,2.0
1,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1000075.0,1000000.0,1000010.0,1000010.0,1000000.0,1000000.0,2000020.0,2000010.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1000050.0,999990.0,1000000.0,1000010.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
0,1.0,7.0,1.0,4.0,1.0,2.0,8.0,1000075.0,1000013.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,4.0,4.0,7.0,1.0,7.0,8.0,14.0,1000475.0,1000193.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000190.0,1.0,14.0,9.0,2.0,29.0,54.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000010.0,1000010.0,1000010.0,1000010.0,2000020.0,2000020.0,1000000.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0
1,1.0,4.0,1.0,4.0,1.0,8.0,8.0,1000017.0,1000100.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000150.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,34.0,2.0
0,4.0,4.0,1.0,1.0,1.0,14.0,14.0,1000039.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,0.0,4.0,9.0,2.0,9.0,4.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,9.0,2.0
0,4.0,4.0,4.0,1.0,1.0,2.0,14.0,1000285.0,999990.0,1000000.0,1000000.0,1000000.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,14.0,2.0
0,4.0,4.0,4.0,1.0,4.0,14.0,14.0,1000038.0,1000107.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000320.0,1.0,4.0,14.0,2.0,14.0,4.0,2.0
1,1.0,4.0,1.0,1.0,1.0,8.0,8.0,1000005.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,4.0,1.0,1.0,14.0,14.0,1000038.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,4.0,14.0,2.0,34.0,24.0,7.0
1,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1000140.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,9.0,9.0,2.0,9.0,9.0,2.0
1,4.0,7.0,4.0,1.0,4.0,14.0,20.0,1000142.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1.0,9.0,9.0,2.0,19.0,9.0,2.0
0,7.0,1.0,1.0,4.0,4.0,14.0,14.0,1000060.0,1000213.0,1000000.0,1000000.0,1000000.0,1000000.0,2000020.0,2000000.0,1000210.0,1.0,14.0,9.0,2.0,9.0,34.0,2.0
0,4.0,7.0,1.0,4.0,7.0,2.0,14.0,1000215.0,1000013.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000010.0,1.0,4.0,9.0,2.0,9.0,34.0,2.0
1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1000000.0,1000000.0,1000010.0,1000010.0,1000010.0,1000010.0,2000020.0,2000020.0,1000000.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0
0,4.0,4.0,1.0,1.0,1.0,8.0,14.0,1000035.0,999990.0,1000000.0,1000000.0,999990.0,999990.0,2000000.0,2000000.0,999990.0,1.0,4.0,9.0,2.0,9.0,4.0,2.0
0,1.0,4.0,1.0,1.0,4.0,8.0,8.0,1000045.0,1000043.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000045.0,1.0,4.0,19.0,7.0,29.0,4.0,7.0
0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1000193.0,1000237.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000350.0,1.0,24.0,14.0,2.0,19.0,44.0,2.0
